1635268040.942272,0
1635268040.973799,0
1635268041.031572,0
1635268041.060373,0
1635268041.091620,0
1635268041.121528,0
1635268041.155154,0
1635268041.186631,0
1635268041.233906,0
1635268041.265497,0
1635268041.296023,0
1635268041.344644,0
1635268041.376196,0
1635268041.407648,0
1635268041.439054,0
1635268041.466602,0
1635268041.491642,0
1635268041.527966,0
1635268041.559294,0
1635268041.606830,0
1635268041.646196,0
1635268041.700385,0
1635268041.740931,0
1635268041.791205,0
1635268041.842376,0
1635268041.865618,0
1635268041.921351,0
1635268041.953292,0
1635268041.984460,0
1635268042.018316,0
1635268042.060324,0
1635268042.095254,0
1635268042.119894,0
1635268042.158321,0
1635268042.192932,0
1635268042.223795,0
1635268042.267629,0
1635268042.306725,0
1635268042.349855,0
1635268042.388402,0
1635268042.442655,0
1635268042.471157,0
1635268042.526323,0
1635268042.558073,0
1635268042.589566,0
1635268042.620938,0
1635268042.652365,0
1635268042.679994,0
1635268042.715782,0
1635268042.754537,0
1635268042.797411,0
1635268042.829143,0
1635268042.870206,0
1635268042.906991,0
1635268042.925381,0
1635268042.969126,0
1635268042.992790,0
1635268043.049083,0
1635268043.079652,0
1635268043.117617,0
1635268043.158679,0
1635268043.190071,0
1635268043.221471,0
1635268043.252917,0
1635268043.284121,0
1635268043.328859,0
1635268043.363582,0
1635268043.386561,0
1635268043.426983,0
1635268043.469835,0
1635268043.497275,0
1635268043.536444,0
1635268043.579464,0
1635268043.616841,0
1635268043.648260,0
1635268043.694527,0
1635268043.728229,0
1635268043.758285,0
1635268043.793385,0
1635268043.837127,0
1635268043.863045,0
1635268043.888164,0
1635268043.935584,0
1635268043.995673,0
1635268044.032579,0
1635268044.064159,0
1635268044.125874,0
1635268044.168189,0
1635268044.227634,0
1635268044.253667,0
1635268044.297662,0
1635268044.346013,0
1635268044.379344,0
1635268044.402780,0
1635268044.457707,0
1635268044.494308,0
1635268044.537543,0
1635268044.574723,0
1635268044.613789,0
1635268044.643992,0
1635268044.680178,0
1635268044.712594,0
1635268044.755149,0
1635268044.788504,0
1635268044.817758,0
1635268044.851436,0
1635268044.879157,0
1635268044.936177,0
1635268044.976629,0
1635268045.007217,0
1635268045.054411,0
1635268045.085749,0
1635268045.132909,0
1635268045.167246,0
1635268045.206075,0
1635268045.286488,0
1635268045.324506,0
1635268045.373957,0
1635268045.403830,0
1635268045.437343,0
1635268045.464064,0
1635268045.495687,0
1635268045.529432,0
1635268045.572895,0
1635268045.610687,0
1635268045.659605,0
1635268045.692069,0
1635268045.745682,0
1635268045.783442,0
1635268045.840586,0
1635268045.873933,0
1635268045.920301,0
1635268045.955488,0
1635268045.979378,0
1635268046.024086,0
1635268046.047705,0
1635268046.096647,0
1635268046.133116,0
1635268046.175377,0
1635268046.211595,0
1635268046.236281,0
1635268046.267596,0
1635268046.289015,0
1635268046.318133,0
1635268046.342487,0
1635268046.375841,0
1635268046.416778,0
1635268046.448558,0
1635268046.487480,0
1635268046.527085,0
1635268046.561586,0
1635268046.626254,0
1635268046.661901,0
1635268046.718291,0
1635268046.753649,0
1635268046.811033,0
1635268046.836209,0
1635268046.873919,0
1635268046.911834,0
1635268047.015024,0
1635268047.079206,0
1635268047.136279,0
1635268047.172413,0
1635268047.208036,0
1635268047.253482,0
1635268047.287287,0
1635268047.332433,0
1635268047.365819,0
1635268047.407983,0
1635268047.444384,0
1635268047.498069,0
1635268047.527267,0
1635268047.571122,0
1635268047.608228,0
1635268047.653866,0
1635268047.680465,0
1635268047.724491,0
1635268047.762383,0
1635268047.787104,0
1635268047.840747,0
1635268047.889918,0
1635268047.921284,0
1635268047.965124,0
1635268048.006159,0
1635268048.053819,0
1635268048.085288,0
1635268048.126369,0
1635268048.161608,0
1635268048.211620,0
1635268048.253598,0
1635268048.292378,0
1635268048.314731,0
1635268048.373770,0
1635268048.413517,0
1635268048.440002,0
1635268048.494140,0
1635268048.524630,0
1635268048.569146,0
1635268048.604511,0
1635268048.652422,0
1635268048.691870,0
1635268048.732082,0
1635268048.763511,0
1635268048.802130,0
1635268048.842648,0
1635268048.873836,0
1635268048.914642,0
1635268048.953546,0
1635268048.987518,0
1635268049.034047,0
1635268049.053660,0
1635268049.110217,0
1635268049.146624,0
1635268049.205807,0
1635268049.242855,0
1635268049.297253,0
1635268049.322330,0
1635268049.381007,0
1635268049.411007,0
1635268049.437572,0
1635268049.493602,0
1635268049.526478,0
1635268049.575426,0
1635268049.600963,0
1635268049.631687,0
1635268049.684988,0
1635268049.715842,0
1635268049.765555,0
1635268049.795907,0
1635268049.821422,0
1635268049.875965,0
1635268049.905760,0
1635268049.937335,0
1635268049.981207,0
1635268050.016222,0
1635268050.047102,0
1635268050.079544,0
1635268050.124057,0
1635268050.161263,0
1635268050.208258,0
1635268050.234249,0
1635268050.266665,0
1635268050.311701,0
1635268050.354919,0
1635268050.396899,0
1635268050.428343,0
1635268050.450280,0
1635268050.495271,0
1635268050.517435,0
1635268050.568871,0
1635268050.613591,0
1635268050.669708,0
1635268050.711150,0
1635268050.758937,0
1635268050.795434,0
1635268050.838112,0
1635268050.877089,0
1635268050.911049,0
1635268050.947593,0
1635268051.002012,0
1635268051.049248,0
1635268051.095189,0
1635268051.133645,0
1635268051.194183,0
1635268051.229953,0
